-71.55,41.3,140.015
-71.35,41.35,140.631
-71.4,41.35,140.352
-71.45,41.35,140.073
-71.5,41.3,140.304
-71.2,41.4,141.11
-71.2,41.35,141.585
-71.25,41.45,140.321
-71.25,41.4,140.794
-71.25,41.35,141.27
-71.3,41.45,140.001
-71.3,41.4,140.475
-71.3,41.35,140.952
-71.35,41.4,140.154
-71.35,41.35,140.631
-71.05,41.4,141.882
-71.05,41.35,142.394
-71.1,41.5,140.607
-71.1,41.45,141.11
-71.1,41.4,141.623
-71.1,41.35,142.135
-71.15,41.5,140.339
-71.15,41.45,140.852
-71.15,41.4,141.364
-71.15,41.35,141.876
-71.2,41.5,140.081
-71.2,41.45,140.593
-71.2,41.4,141.105
-71.25,41.45,140.321
-70.85,41.35,143.207
-70.9,41.45,141.878
-70.9,41.4,142.44
-70.9,41.35,143.012
-70.95,41.5,141.098
-70.95,41.45,141.678
-70.95,41.4,142.252
-70.95,41.35,142.82
-71,41.55,140.34
-71,41.5,140.922
-71,41.45,141.498
-71,41.4,142.068
-71,41.35,142.632
-71.05,41.55,140.171
-71.05,41.5,140.75
-71.05,41.45,141.322
-71.05,41.4,141.879
-71.1,41.55,140.006
-71.1,41.5,140.58
-70.7,41.35,143.789
-70.75,41.4,142.981
-70.75,41.35,143.579
-70.8,41.5,141.591
-70.8,41.45,142.199
-70.8,41.4,142.799
-70.8,41.35,143.391
-70.85,41.6,140.198
-70.85,41.55,140.815
-70.85,41.5,141.425
-70.85,41.45,142.027
-70.85,41.4,142.621
-70.85,41.35,143.205
-70.9,41.6,140.047
-70.9,41.55,140.659
-70.9,41.5,141.262
-70.9,41.45,141.859
-70.95,41.6,140
-70.95,41.55,140.505
-70.55,41.3,144.88
-70.6,41.4,143.395
-70.6,41.35,144.056
-70.6,41.3,144.703
-70.65,41.5,141.937
-70.65,41.45,142.593
-70.65,41.4,143.257
-70.65,41.35,143.906
-70.7,41.6,140.465
-70.7,41.55,141.128
-70.7,41.5,141.807
-70.7,41.45,142.473
-70.7,41.4,143.125
-70.7,41.35,143.762
-70.75,41.6,140.355
-70.75,41.55,141.037
-70.75,41.5,141.704
-70.75,41.45,142.358
-70.8,41.6,140.279
-70.8,41.55,140.949
-70.8,41.5,141.567
-70.85,41.6,140.184
-70.45,41.35,144.679
-70.45,41.3,145.326
-70.5,41.45,143.151
-70.5,41.4,143.809
-70.5,41.35,144.458
-70.5,41.3,145.098
-70.55,41.55,141.626
-70.55,41.5,142.293
-70.55,41.45,142.951
-70.55,41.4,143.602
-70.55,41.35,144.243
-70.55,41.3,144.875
-70.6,41.65,140.103
-70.6,41.6,140.779
-70.6,41.55,141.446
-70.6,41.5,142.106
-70.6,41.45,142.757
-70.6,41.4,143.4
-70.65,41.65,140
-70.65,41.6,140.61
-70.65,41.55,141.271
-70.65,41.5,141.923
-70.7,41.6,140.446
-70.3,41.3,146.175
-70.35,41.45,143.991
-70.35,41.4,144.625
-70.35,41.35,145.253
-70.35,41.3,145.879
-70.4,41.55,142.443
-70.4,41.5,143.076
-70.4,41.45,143.707
-70.4,41.4,144.335
-70.4,41.35,144.962
-70.4,41.3,145.586
-70.45,41.65,140.894
-70.45,41.6,141.529
-70.45,41.55,142.162
-70.45,41.5,142.793
-70.45,41.45,143.422
-70.45,41.4,144.049
-70.45,41.35,144.673
-70.5,41.7,140
-70.5,41.65,140.619
-70.5,41.6,141.252
-70.5,41.55,141.883
-70.5,41.5,142.512
-70.5,41.45,143.138
-70.55,41.65,140.346
-70.55,41.6,140.977
-70.55,41.55,141.603
-70.1,41.4,146.173
-70.1,41.35,146.799
-70.1,41.3,147.424
-70.15,41.55,143.982
-70.15,41.5,144.609
-70.15,41.45,145.236
-70.15,41.4,145.861
-70.15,41.35,146.487
-70.15,41.3,147.111
-70.2,41.7,141.79
-70.2,41.65,142.419
-70.2,41.6,143.047
-70.2,41.55,143.674
-70.2,41.5,144.3
-70.2,41.45,144.926
-70.2,41.4,145.551
-70.2,41.35,146.175
-70.2,41.3,146.798
-70.25,41.8,140.228
-70.25,41.75,140.857
-70.25,41.7,141.486
-70.25,41.65,142.113
-70.25,41.6,142.74
-70.25,41.55,143.367
-70.25,41.5,143.992
-70.25,41.45,144.617
-70.25,41.4,145.241
-70.25,41.35,145.863
-70.25,41.3,146.486
-70.3,41.8,140
-70.3,41.75,140.554
-70.3,41.7,141.182
-70.3,41.65,141.809
-70.3,41.6,142.435
-70.3,41.55,143.06
-70.3,41.5,143.684
-70.3,41.45,144.307
-70.3,41.4,144.93
-70.3,41.35,145.552
-70.3,41.3,146.178
-70.35,41.75,140.252
-70.35,41.7,140.879
-70.35,41.65,141.503
-70.35,41.6,142.127
-70.35,41.55,142.751
-70.35,41.5,143.374
-70.35,41.45,143.997
-70.4,41.75,140
-70.4,41.7,140.572
-70.4,41.65,141.196
-70.4,41.6,141.82
-70.4,41.55,142.443
-70.45,41.7,140.266
-70.45,41.65,140.895
-69.95,41.35,147.745
-70,41.5,145.585
-70,41.45,146.211
-70,41.4,146.829
-70,41.35,147.448
-70.05,41.65,143.415
-70.05,41.6,144.031
-70.05,41.55,144.647
-70.05,41.5,145.264
-70.05,41.45,145.882
-70.05,41.4,146.501
-70.05,41.35,147.121
-70.05,41.3,147.742
-70.1,41.85,140.608
-70.1,41.8,141.234
-70.1,41.75,141.849
-70.1,41.7,142.464
-70.1,41.65,143.08
-70.1,41.6,143.696
-70.1,41.55,144.314
-70.1,41.5,144.932
-70.1,41.45,145.551
-70.1,41.4,146.183
-70.15,41.85,140.28
-70.15,41.8,140.894
-70.15,41.75,141.51
-70.15,41.7,142.126
-70.15,41.65,142.743
-70.15,41.6,143.36
-70.15,41.55,143.992
-70.2,41.85,140
-70.2,41.8,140.553
-70.2,41.75,141.169
-70.2,41.7,141.801
-69.9,41.55,145.582
-69.9,41.5,146.232
-69.9,41.45,146.851
-69.9,41.4,147.471
-69.9,41.35,148.09
-69.95,41.75,142.786
-69.95,41.7,143.436
-69.95,41.65,144.055
-69.95,41.6,144.675
-69.95,41.55,145.294
-69.95,41.5,145.913
-69.95,41.45,146.533
-69.95,41.4,147.152
-69.95,41.35,147.772
-70,41.95,140
-70,41.9,140.641
-70,41.85,141.26
-70,41.8,141.879
-70,41.75,142.498
-70,41.7,143.117
-70,41.65,143.736
-70,41.6,144.355
-70,41.55,144.975
-70,41.5,145.594
-70.05,41.9,140.32
-70.05,41.85,140.939
-70.05,41.8,141.558
-70.05,41.75,142.178
-70.05,41.7,142.797
-70.05,41.65,143.425
-70.1,41.9,140
-70.1,41.85,140.619
-70.1,41.8,141.265
-69.8,41.65,145.035
-69.8,41.6,145.663
-69.8,41.55,146.275
-69.8,41.5,146.888
-69.8,41.45,147.501
-69.85,41.9,141.642
-69.85,41.85,142.276
-69.85,41.8,142.886
-69.85,41.75,143.496
-69.85,41.7,144.108
-69.85,41.65,144.72
-69.85,41.6,145.333
-69.85,41.55,145.946
-69.85,41.5,146.561
-69.85,41.45,147.176
-69.85,41.4,147.792
-69.9,42,140.106
-69.9,41.95,140.716
-69.9,41.9,141.326
-69.9,41.85,141.936
-69.9,41.8,142.548
-69.9,41.75,143.16
-69.9,41.7,143.772
-69.9,41.65,144.386
-69.9,41.6,145
-69.9,41.55,145.616
-69.9,41.5,146.24
-69.95,41.95,140.372
-69.95,41.9,140.983
-69.95,41.85,141.595
-69.95,41.8,142.208
-69.95,41.75,142.821
-69.95,41.7,143.444
-70,41.95,140.027
-70,41.9,140.648
-69.75,41.85,143.018
-69.75,41.8,143.613
-69.75,41.75,144.21
-69.75,41.7,144.808
-69.75,41.65,145.408
-69.75,41.6,146.01
